40920	8.326976	0.953952	很喜欢
14488	7.153469	1.673904	有一点喜欢
26052	1.441871	0.805124	不喜欢
75136	13.147394	0.428964	不喜欢
38344	1.669788	0.134296	不喜欢
72993	10.141740	1.032955	不喜欢
35948	6.830792	1.213192	很喜欢
42666	13.276369	0.543880	很喜欢
67497	8.631577	0.749278	不喜欢
35483	12.273169	1.508053	很喜欢
50242	3.723498	0.831917	不喜欢
63275	8.385879	1.669485	不喜欢
5569	4.875435	0.728658	有一点喜欢
51052	4.680098	0.625224	不喜欢
77372	15.299570	0.331351	不喜欢
43673	1.889461	0.191283	不喜欢
61364	7.516754	1.269164	不喜欢
69673	14.239195	0.261333	不喜欢
15669	0.000000	1.250185	有一点喜欢
28488	10.528555	1.304844	很喜欢
6487	3.540265	0.822483	有一点喜欢
37708	2.991551	0.833920	不喜欢
22620	5.297865	0.638306	有一点喜欢
28782	6.593803	0.187108	很喜欢
19739	2.816760	1.686209	有一点喜欢
36788	12.458258	0.649617	很喜欢
5741	0.000000	1.656418	有一点喜欢
28567	9.968648	0.731232	很喜欢
6808	1.364838	0.640103	有一点喜欢
41611	0.230453	1.151996	不喜欢
36661	11.865402	0.882810	很喜欢
43605	0.120460	1.352013	不喜欢
15360	8.545204	1.340429	很喜欢
63796	5.856649	0.160006	不喜欢
10743	9.665618	0.778626	有一点喜欢
70808	9.778763	1.084103	不喜欢
72011	4.932976	0.632026	不喜欢
5914	2.216246	0.587095	有一点喜欢
14851	14.305636	0.632317	很喜欢
33553	12.591889	0.686581	很喜欢
44952	3.424649	1.004504	不喜欢
17934	0.000000	0.147573	有一点喜欢
27738	8.533823	0.205324	很喜欢
29290	9.829528	0.238620	很喜欢
42330	11.492186	0.263499	很喜欢
36429	3.570968	0.832254	不喜欢
39623	1.771228	0.207612	不喜欢
32404	3.513921	0.991854	不喜欢
27268	4.398172	0.975024	不喜欢
5477	4.276823	1.174874	有一点喜欢
14254	5.946014	1.614244	有一点喜欢
68613	13.798970	0.724375	不喜欢
41539	10.393591	1.663724	很喜欢
7917	3.007577	0.297302	有一点喜欢
21331	1.031938	0.486174	有一点喜欢
8338	4.751212	0.064693	有一点喜欢
5176	3.692269	1.655113	有一点喜欢
18983	10.448091	0.267652	很喜欢
68837	10.585786	0.329557	不喜欢
13438	1.604501	0.069064	有一点喜欢
48849	3.679497	0.961466	不喜欢
12285	3.795146	0.696694	有一点喜欢
7826	2.531885	1.659173	有一点喜欢
5565	9.733340	0.977746	有一点喜欢
10346	6.093067	1.413798	有一点喜欢
1823	7.712960	1.054927	有一点喜欢
9744	11.470364	0.760461	很喜欢
16857	2.886529	0.934416	有一点喜欢
39336	10.054373	1.138351	很喜欢
65230	9.972470	0.881876	不喜欢
2463	2.335785	1.366145	有一点喜欢
27353	11.375155	1.528626	很喜欢
16191	0.000000	0.605619	有一点喜欢
12258	4.126787	0.357501	有一点喜欢
42377	6.319522	1.058602	不喜欢
25607	8.680527	0.086955	很喜欢
77450	14.856391	1.129823	不喜欢
58732	2.454285	0.222380	不喜欢
46426	7.292202	0.548607	很喜欢
32688	8.745137	0.857348	很喜欢
64890	8.579001	0.683048	不喜欢
8554	2.507302	0.869177	有一点喜欢
28861	11.415476	1.505466	很喜欢
42050	4.838540	1.680892	不喜欢
32193	10.339507	0.583646	很喜欢
64895	6.573742	1.151433	不喜欢
2355	6.539397	0.462065	有一点喜欢
0	2.209159	0.723567	有一点喜欢
70406	11.196378	0.836326	不喜欢
